217;PE;PALMARES;Private;482.568420;482.805267;534.599976;526.186829;518.421082
218;SP;PEDERNEIRAS;State;444.842102;461.580261;520.340759;507.656586;514.473694
219;PR;PARANAGUA;Private;506.521057;495.336853;561.347351;600.047363;569.473694
220;PR;ASSIS CHATEAUBRIAND;State;454.653564;469.642853;508.276794;504.614288;514.285706
221;CE;LIMOEIRO DO NORTE;Private;547.973145;548.735840;579.546265;634.250732;679.403015
222;SP;RIBEIRAO PRETO;Private;546.657166;524.011902;570.711914;624.500000;616.190491
223;SP;SAO BERNARDO DO CAMPO;Private;477.581635;484.837982;540.226563;553.112000;591.993652
224;SP;PILAR DO SUL;State;461.659607;451.563477;504.819244;520.634644;503.076935
225;SP;OSASCO;Private;550.677124;559.688599;587.874268;630.974304;620.000000
226;SP;REGISTRO;Private;589.407166;577.035706;606.664307;712.785706;635.714294
227;SP;ANDRADINA;Private;498.773346;507.293335;533.986694;548.633362;618.666687
228;SP;OSASCO;State;545.623230;548.744202;592.238342;632.126770;609.069763
229;SP;ROSEIRA;State;436.361542;447.350006;497.534607;493.976929;471.538452
230;SP;SAO LOURENCO DA SERRA;State;470.226929;484.380768;539.084595;526.226929;563.076904
231;PR;CORNELIO PROCOPIO;State;452.983856;473.470978;510.480652;478.161285;471.612915
232;SP;SAO PAULO;State;465.880951;484.788635;530.397095;509.086456;574.249084
233;SP;SAO BERNARDO DO CAMPO;State;476.049988;469.889465;555.913147;541.136841;583.684204
234;PR;ARAPONGAS;State;438.299988;454.747070;498.000000;501.558838;475.294128
235;PE;PETROLINA;State;473.663879;493.297211;523.402771;532.727783;584.444458
236;PR;ALMIRANTE TAMANDARE;State;449.334381;448.143738;496.746887;501.765625;525.000000
237;SP;SAO PAULO;Private;472.786652;473.666656;539.953308;548.206665;613.333313
238;SP;ALVARES MACHADO;State;437.148956;448.938538;492.960419;481.107300;503.333344
239;PR;SANTA TEREZINHA DE ITAIPU;State;462.333344;456.755554;488.188904;505.872223;532.222229
240;SP;PAULINIA;Municipal;442.897430;453.782043;508.123077;502.943604;499.487183
241;SP;AGUAS DE SAO PEDRO;State;464.994873;472.782043;525.687195;510.271790;517.948730
242;PR;CURITIBA;State;453.938904;465.494446;516.450012;531.044434;515.777771
243;SP;IBITINGA;State;488.417542;499.810516;562.724548;577.282471;556.842102
244;CE;FORTALEZA;Private;499.184601;535.038452;577.384644;608.023071;681.538452
245;SP;OSASCO;Private;631.362061;589.351746;623.291382;754.224121;677.931030
246;SP;TABOAO DA SERRA;Private;617.573669;591.236816;593.205261;729.678955;700.000000
247;RJ;RESENDE;Private;579.907410;571.059265;600.192566;661.951843;665.925903
248;SP;BOTUCATU;Private;558.472168;551.981018;599.350647;640.768372;635.189880
249;SP;AMERICANA;Private;601.102783;600.038879;618.486084;719.388916;701.111084
250;SP;INDAIATUBA;Private;600.509277;579.606995;616.783691;712.160461;664.186035
251;SP;VALINHOS;Private;578.858948;563.320496;615.561523;662.315369;665.128235
252;SP;CAMPINAS;Private;574.299988;559.461304;620.619385;675.796753;624.516113
253;SP;VINHEDO;Private;588.664307;583.442871;615.492859;700.807129;660.000000
254;SP;CAMPINAS;Private;591.003357;573.113342;609.963318;681.043335;649.666687
255;SP;CAMPINAS;Private;619.398560;603.700012;629.968567;730.451416;694.000000
256;PB;JOAO PESSOA;Private;486.153564;502.117859;534.889282;573.974976;543.571411
257;SP;SAO CARLOS;Private;548.783325;557.523804;587.564270;629.950012;685.714294
258;SP;IBIUNA;Private;479.000000;498.640015;536.289978;553.609985;559.000000
259;SP;ITATIBA;Private;597.511108;586.283325;611.200012;711.338867;635.555542
260;SP;CARAPICUIBA;Private;662.009094;621.745483;637.572754;763.254517;701.818176
261;SP;TATUI;Private;563.972717;566.500000;592.790894;678.747253;640.000000
262;SP;SAO PAULO;Private;542.989990;527.210022;569.090027;645.510010;600.000000
263;SP;CAMPINAS;State;480.972107;490.541870;539.934875;561.165100;554.883728
264;PR;IRETAMA;State;467.859467;460.281067;516.532410;524.751343;524.864868
265;PR;FIGUEIRA;State;429.940399;434.786530;474.655762;457.632690;392.692322
266;SP;OLIMPIA;State;463.361755;480.134308;533.385315;527.122559;561.372559
267;SP;BEBEDOURO;Private;584.831970;586.307983;624.028015;677.556030;634.400024
268;SP;TAQUARITINGA;Private;588.539307;575.910706;604.210693;697.560730;618.571411
269;SP;PRESIDENTE PRUDENTE;State;416.421417;437.883331;482.833344;468.902374;504.285706
270;SP;ARARAQUARA;State;559.218445;562.391541;609.480774;652.515381;633.384644
271;SP;TAIACU;State;437.748993;457.779602;499.653076;491.204071;525.306152
272;SP;SAO PAULO;State;458.138885;463.157776;528.887756;501.307770;510.444458
273;CE;FORTALEZA;Private;550.344971;538.469971;571.559998;655.520020;627.000000
274;SP;AMERICANA;Private;568.369995;573.780029;595.705017;662.015015;621.669983
275;SP;GARCA;Private;474.911774;493.694122;554.500000;531.900024;604.705872
276;CE;FORTALEZA;Private;651.643738;597.150024;624.868774;777.337524;729.375000
277;SP;JUNDIAI;State;454.585846;468.239166;516.902527;514.521667;512.833313
278;SP;SAO PAULO;Private;531.183350;522.683350;567.766663;628.094421;624.444458
279;SP;APIAI;State;464.813995;477.428009;529.523987;494.936005;590.000000
280;SP;VOTORANTIM;State;462.907135;437.549988;514.147644;523.626221;485.714294
281;PR;RIO NEGRO;State;453.455566;440.583344;503.416656;489.183319;524.444458
282;SP;VALINHOS;State;475.219879;490.820496;545.417419;553.531067;569.813660
283;SP;SAO PAULO;State;496.567352;512.426514;561.642883;543.710205;548.571411
284;SP;OLIMPIA;State;420.946655;439.596680;489.130005;479.223328;484.000000
285;SP;SAO LOURENCO DA SERRA;State;415.831573;443.521057;485.273682;471.136841;446.315796
286;SP;ALTINOPOLIS;State;453.179443;460.342987;502.234589;516.190674;547.102783
287;SP;ITU;State;434.397919;474.422913;529.064575;495.581238;571.666687
288;SP;OSASCO;State;450.796875;458.932281;511.107300;517.716675;545.208313
289;CE;ITAPAGE;State;403.681885;408.027557;474.451965;440.530701;449.448822
290;SP;IEPE;State;425.760620;429.209076;469.671204;437.622742;479.696960
291;SP;MARILIA;State;439.441925;468.564514;521.003235;485.540314;538.064514
292;SP;PEDRINHAS PAULISTA;State;461.809998;453.649994;500.769989;508.304993;516.000000
293;SP;PRESIDENTE EPITACIO;State;426.744843;429.447113;475.068970;466.075867;428.505737
294;PR;CAPITAO LEONIDAS MARQUES;State;460.779541;468.756805;507.875000;507.652283;515.454529
295;SP;BATATAIS;State;533.334839;545.139465;575.987183;604.796326;651.009155
296;SP;LIMEIRA;State;450.352386;447.903168;515.847595;520.942871;534.285706
